Year,Profession,Employment status,Sex,Province,Units,Value
2018,Pharmacist,Not retired,Female,,"Per 10,000 inhabitants",22.8
2011,Pharmacist,Not retired,Female,,"Per 10,000 inhabitants",20.4
2023,Pharmacist,Not retired,Female,,"Per 10,000 inhabitants",23.9
2012,Pharmacist,Not retired,Female,,"Per 10,000 inhabitants",20.7
2015,Pharmacist,Not retired,Female,,"Per 10,000 inhabitants",21.8
2024,Pharmacist,Not retired,Female,,"Per 10,000 inhabitants",23.8
2019,Pharmacist,,Female,,"Per 10,000 inhabitants",24.8
2020,Pharmacist,,Female,,"Per 10,000 inhabitants",25.3
2012,Pharmacist,,Female,,"Per 10,000 inhabitants",21.9
2018,Pharmacist,,Female,,"Per 10,000 inhabitants",24.7
2010,Pharmacist,,Female,,"Per 10,000 inhabitants",21.2
2017,Pharmacist,,Female,,"Per 10,000 inhabitants",24.3
2015,Pharmacist,Retired,Female,,"Per 10,000 inhabitants",1.1
2023,Pharmacist,Retired,Female,,"Per 10,000 inhabitants",2.0
2016,Pharmacist,Not retired,Female,,"Per 10,000 inhabitants",22.3
2021,Pharmacist,Retired,Female,,"Per 10,000 inhabitants",1.8
2021,Pharmacist,,Female,,"Per 10,000 inhabitants",25.8
2022,Pharmacist,,Female,,"Per 10,000 inhabitants",26.2
2014,Pharmacist,Retired,Female,,"Per 10,000 inhabitants",1.0
2014,Pharmacist,,Female,,"Per 10,000 inhabitants",22.9
2010,Pharmacist,Not retired,Female,,"Per 10,000 inhabitants",20.1
2013,Pharmacist,,Female,,"Per 10,000 inhabitants",22.4
2011,Pharmacist,,Female,,"Per 10,000 inhabitants",21.6
2025,Pharmacist,Not retired,Female,,"Per 10,000 inhabitants",24.0
2024,Pharmacist,,Female,,"Per 10,000 inhabitants",26.0
2019,Pharmacist,,Female,Araba/Álava,"Per 10,000 inhabitants",24.5
2019,Pharmacist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",23.5
2010,Pharmacist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",20.6
2017,Pharmacist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",1.0
2011,Pharmacist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",21.3
2023,Pharmacist,,Female,Araba/Álava,"Per 10,000 inhabitants",26.8
2014,Pharmacist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",22.7
2014,Pharmacist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.6
2012,Pharmacist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.6
2020,Pharmacist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",1.0
2014,Pharmacist,,Female,Araba/Álava,"Per 10,000 inhabitants",23.2
2020,Pharmacist,,Female,Araba/Álava,"Per 10,000 inhabitants",25.4
2018,Pharmacist,,Female,Araba/Álava,"Per 10,000 inhabitants",24.1
2024,Pharmacist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",1.3
2013,Pharmacist,,Female,Araba/Álava,"Per 10,000 inhabitants",22.8
2016,Pharmacist,,Female,Araba/Álava,"Per 10,000 inhabitants",23.6
2015,Pharmacist,,Female,Araba/Álava,"Per 10,000 inhabitants",23.2
2021,Pharmacist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",1.0
2017,Pharmacist,,Female,Araba/Álava,"Per 10,000 inhabitants",23.9
2022,Pharmacist,,Female,Araba/Álava,"Per 10,000 inhabitants",27.3
2021,Pharmacist,,Female,Araba/Álava,"Per 10,000 inhabitants",25.4
2012,Pharmacist,,Female,Araba/Álava,"Per 10,000 inhabitants",22.5
2024,Pharmacist,,Female,Araba/Álava,"Per 10,000 inhabitants",27.4
2013,Pharmacist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",22.2
2011,Pharmacist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.6
2022,Pharmacist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",1.0
2010,Pharmacist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.5
2018,Pharmacist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",1.0
2010,Pharmacist,,Female,Araba/Álava,"Per 10,000 inhabitants",21.1
2011,Pharmacist,,Female,Araba/Álava,"Per 10,000 inhabitants",21.9
2023,Pharmacist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",1.2
2020,Pharmacist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",24.4
2015,Pharmacist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.7
2025,Pharmacist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",1.7
2013,Pharmacist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.6
2022,Pharmacist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",26.3
2016,Pharmacist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",22.7
2025,Pharmacist,,Female,Araba/Álava,"Per 10,000 inhabitants",28.0
2021,Pharmacist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",24.4
2023,Pharmacist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",25.6
2015,Pharmacist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",22.4
2018,Pharmacist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",23.1
2012,Pharmacist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",21.9
2017,Pharmacist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",22.9
2024,Pharmacist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",26.1
2019,Pharmacist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",1.0
2016,Pharmacist,Retired,Female,Araba/Álava,"Per 10,000 inhabitants",0.9
2025,Pharmacist,Not retired,Female,Araba/Álava,"Per 10,000 inhabitants",26.3
2021,Pharmacist,,Female,Bizkaia,"Per 10,000 inhabitants",25.5
2020,Pharmacist,,Female,Bizkaia,"Per 10,000 inhabitants",25.0
2018,Pharmacist,,Female,Bizkaia,"Per 10,000 inhabitants",24.7
2016,Pharmacist,,Female,Bizkaia,"Per 10,000 inhabitants",24.2
2014,Pharmacist,,Female,Bizkaia,"Per 10,000 inhabitants",22.9
2023,Pharmacist,,Female,Bizkaia,"Per 10,000 inhabitants",25.2
2013,Pharmacist,,Female,Bizkaia,"Per 10,000 inhabitants",22.6
2015,Pharmacist,,Female,Bizkaia,"Per 10,000 inhabitants",23.5
2022,Pharmacist,,Female,Bizkaia,"Per 10,000 inhabitants",25.7
2023,Pharmacist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",1.6
2012,Pharmacist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",1.0
2018,Pharmacist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",1.2
2016,Pharmacist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",1.1
2020,Pharmacist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",1.3
2014,Pharmacist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",1.0
2011,Pharmacist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",1.0
2010,Pharmacist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",0.8
2021,Pharmacist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",1.5
2025,Pharmacist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",1.7
2013,Pharmacist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",1.0
2017,Pharmacist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",1.2
2015,Pharmacist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",0.9
2024,Pharmacist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",1.6
2019,Pharmacist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",1.2
2022,Pharmacist,Retired,Female,Bizkaia,"Per 10,000 inhabitants",1.4
2014,Pharmacist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",21.2
2016,Pharmacist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",22.5
2015,Pharmacist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",21.8
2013,Pharmacist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",21.0
2010,Pharmacist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",20.5
2012,Pharmacist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",20.6
2011,Pharmacist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",20.6
2022,Pharmacist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",24.3
2025,Pharmacist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",23.7
2021,Pharmacist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",23.3
2019,Pharmacist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",22.8
2023,Pharmacist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",23.6
2017,Pharmacist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",22.5
2018,Pharmacist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",22.8
2020,Pharmacist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",23.1
2024,Pharmacist,Not retired,Female,Bizkaia,"Per 10,000 inhabitants",23.6
2011,Pharmacist,,Female,Bizkaia,"Per 10,000 inhabitants",22.1
2010,Pharmacist,,Female,Bizkaia,"Per 10,000 inhabitants",21.8
2025,Pharmacist,,Female,Bizkaia,"Per 10,000 inhabitants",25.4
2012,Pharmacist,,Female,Bizkaia,"Per 10,000 inhabitants",22.1
2024,Pharmacist,,Female,Bizkaia,"Per 10,000 inhabitants",25.2
2017,Pharmacist,,Female,Bizkaia,"Per 10,000 inhabitants",24.4
2019,Pharmacist,,Female,Bizkaia,"Per 10,000 inhabitants",24.7
2010,Pharmacist,Retired,Female,Gipuzkoa,"Per 10,000 inhabitants",0.9
2019,Pharmacist,Retired,Female,Gipuzkoa,"Per 10,000 inhabitants",2.4
2012,Pharmacist,Retired,Female,Gipuzkoa,"Per 10,000 inhabitants",0.9
2020,Pharmacist,Retired,Female,Gipuzkoa,"Per 10,000 inhabitants",2.6
2017,Pharmacist,Retired,Female,Gipuzkoa,"Per 10,000 inhabitants",1.8
2022,Pharmacist,Retired,Female,Gipuzkoa,"Per 10,000 inhabitants",3.1
2014,Pharmacist,Retired,Female,Gipuzkoa,"Per 10,000 inhabitants",1.2
2011,Pharmacist,Retired,Female,Gipuzkoa,"Per 10,000 inhabitants",1.0
2025,Pharmacist,Retired,Female,Gipuzkoa,"Per 10,000 inhabitants",3.6
2024,Pharmacist,Retired,Female,Gipuzkoa,"Per 10,000 inhabitants",3.5
2023,Pharmacist,Retired,Female,Gipuzkoa,"Per 10,000 inhabitants",3.1
2021,Pharmacist,Retired,Female,Gipuzkoa,"Per 10,000 inhabitants",2.6
2013,Pharmacist,Retired,Female,Gipuzkoa,"Per 10,000 inhabitants",1.1
2016,Pharmacist,Retired,Female,Gipuzkoa,"Per 10,000 inhabitants",1.5
2018,Pharmacist,Retired,Female,Gipuzkoa,"Per 10,000 inhabitants",2.1
2021,Pharmacist,Not retired,Female,Gipuzkoa,"Per 10,000 inhabitants",23.7
2015,Pharmacist,,Female,Gipuzkoa,"Per 10,000 inhabitants",23.0
2014,Pharmacist,Not retired,Female,Gipuzkoa,"Per 10,000 inhabitants",21.5
2012,Pharmacist,Not retired,Female,Gipuzkoa,"Per 10,000 inhabitants",20.3
2017,Pharmacist,Not retired,Female,Gipuzkoa,"Per 10,000 inhabitants",22.6
2025,Pharmacist,,Female,Gipuzkoa,"Per 10,000 inhabitants",27.0
2025,Pharmacist,Not retired,Female,Gipuzkoa,"Per 10,000 inhabitants",23.3
2024,Pharmacist,Not retired,Female,Gipuzkoa,"Per 10,000 inhabitants",23.2
2022,Pharmacist,Not retired,Female,Gipuzkoa,"Per 10,000 inhabitants",23.4
2023,Pharmacist,Not retired,Female,Gipuzkoa,"Per 10,000 inhabitants",23.5
2018,Pharmacist,Not retired,Female,Gipuzkoa,"Per 10,000 inhabitants",22.7
2020,Pharmacist,Not retired,Female,Gipuzkoa,"Per 10,000 inhabitants",23.2
2016,Pharmacist,Not retired,Female,Gipuzkoa,"Per 10,000 inhabitants",21.9
2011,Pharmacist,Not retired,Female,Gipuzkoa,"Per 10,000 inhabitants",19.7
2019,Pharmacist,Not retired,Female,Gipuzkoa,"Per 10,000 inhabitants",22.7
2013,Pharmacist,Not retired,Female,Gipuzkoa,"Per 10,000 inhabitants",20.8
2015,Pharmacist,Not retired,Female,Gipuzkoa,"Per 10,000 inhabitants",21.6
2010,Pharmacist,Not retired,Female,Gipuzkoa,"Per 10,000 inhabitants",19.3
2015,Pharmacist,Retired,Female,Gipuzkoa,"Per 10,000 inhabitants",1.4
2011,Pharmacist,,Female,Gipuzkoa,"Per 10,000 inhabitants",20.7
2017,Pharmacist,,Female,Gipuzkoa,"Per 10,000 inhabitants",24.4
2020,Pharmacist,,Female,Gipuzkoa,"Per 10,000 inhabitants",25.8
2022,Pharmacist,,Female,Gipuzkoa,"Per 10,000 inhabitants",26.5
2014,Pharmacist,,Female,Gipuzkoa,"Per 10,000 inhabitants",22.7
2019,Pharmacist,,Female,Gipuzkoa,"Per 10,000 inhabitants",25.1
2010,Pharmacist,,Female,Gipuzkoa,"Per 10,000 inhabitants",20.2
2018,Pharmacist,,Female,Gipuzkoa,"Per 10,000 inhabitants",24.8
2016,Pharmacist,,Female,Gipuzkoa,"Per 10,000 inhabitants",23.4
2023,Pharmacist,,Female,Gipuzkoa,"Per 10,000 inhabitants",26.7
2013,Pharmacist,,Female,Gipuzkoa,"Per 10,000 inhabitants",21.9
2021,Pharmacist,,Female,Gipuzkoa,"Per 10,000 inhabitants",26.4
2024,Pharmacist,,Female,Gipuzkoa,"Per 10,000 inhabitants",26.7
2012,Pharmacist,,Female,Gipuzkoa,"Per 10,000 inhabitants",21.3
2024,Pharmacist,,Male,,"Per 10,000 inhabitants",6.7
2016,Pharmacist,,Male,,"Per 10,000 inhabitants",6.3
2015,Pharmacist,Retired,Male,,"Per 10,000 inhabitants",0.7
2017,Pharmacist,Retired,Male,,"Per 10,000 inhabitants",0.7
2024,Pharmacist,Retired,Male,,"Per 10,000 inhabitants",0.9
2023,Pharmacist,Retired,Male,,"Per 10,000 inhabitants",0.8
2020,Pharmacist,Retired,Male,,"Per 10,000 inhabitants",0.8
2025,Pharmacist,Retired,Male,,"Per 10,000 inhabitants",0.9
2021,Pharmacist,,Male,,"Per 10,000 inhabitants",6.5
2016,Pharmacist,Retired,Male,,"Per 10,000 inhabitants",0.7
2022,Pharmacist,Not retired,Male,,"Per 10,000 inhabitants",5.9
2018,Pharmacist,Retired,Male,,"Per 10,000 inhabitants",0.8
2022,Pharmacist,Retired,Male,,"Per 10,000 inhabitants",0.8
2023,Pharmacist,,Male,,"Per 10,000 inhabitants",6.7
2012,Pharmacist,Not retired,Male,,"Per 10,000 inhabitants",5.1
2018,Pharmacist,Not retired,Male,,"Per 10,000 inhabitants",5.7
2020,Pharmacist,,Male,,"Per 10,000 inhabitants",6.7
2025,Pharmacist,Not retired,Male,,"Per 10,000 inhabitants",5.8
2021,Pharmacist,Retired,Male,,"Per 10,000 inhabitants",0.8
2024,Pharmacist,Not retired,Male,,"Per 10,000 inhabitants",5.8
2022,Pharmacist,,Male,,"Per 10,000 inhabitants",6.7
2014,Pharmacist,Not retired,Male,,"Per 10,000 inhabitants",5.3
2017,Pharmacist,Not retired,Male,,"Per 10,000 inhabitants",5.5
2010,Pharmacist,Not retired,Male,,"Per 10,000 inhabitants",4.8
2019,Pharmacist,Not retired,Male,,"Per 10,000 inhabitants",5.7
2013,Pharmacist,Not retired,Male,,"Per 10,000 inhabitants",5.2
2017,Pharmacist,,Male,,"Per 10,000 inhabitants",6.3
2011,Pharmacist,Retired,Male,,"Per 10,000 inhabitants",0.7
2023,Pharmacist,Not retired,Male,,"Per 10,000 inhabitants",5.9
2013,Pharmacist,,Male,,"Per 10,000 inhabitants",6.0
2010,Pharmacist,Retired,Male,,"Per 10,000 inhabitants",0.7
2014,Pharmacist,Retired,Male,,"Per 10,000 inhabitants",0.7
2012,Pharmacist,Retired,Male,,"Per 10,000 inhabitants",0.7
2019,Pharmacist,,Male,,"Per 10,000 inhabitants",6.5
2018,Pharmacist,,Male,,"Per 10,000 inhabitants",6.5
2014,Pharmacist,,Male,,"Per 10,000 inhabitants",6.1
2010,Pharmacist,,Male,,"Per 10,000 inhabitants",5.6
2019,Pharmacist,Retired,Male,,"Per 10,000 inhabitants",0.7
2011,Pharmacist,Not retired,Male,,"Per 10,000 inhabitants",4.7
2016,Pharmacist,Not retired,Male,,"Per 10,000 inhabitants",5.5
2021,Pharmacist,Not retired,Male,,"Per 10,000 inhabitants",5.7
2012,Pharmacist,,Male,,"Per 10,000 inhabitants",5.9
2020,Pharmacist,Not retired,Male,,"Per 10,000 inhabitants",5.8
2025,Pharmacist,,Male,,"Per 10,000 inhabitants",6.7
2015,Pharmacist,,Male,,"Per 10,000 inhabitants",6.1
2015,Pharmacist,Not retired,Male,,"Per 10,000 inhabitants",5.3
2013,Pharmacist,Retired,Male,,"Per 10,000 inhabitants",0.7
2011,Pharmacist,,Male,,"Per 10,000 inhabitants",5.6
2013,Pharmacist,Retired,Male,Araba/Álava,"Per 10,000 inhabitants",0.4
2017,Pharmacist,Retired,Male,Araba/Álava,"Per 10,000 inhabitants",0.6
2022,Pharmacist,Not retired,Male,Araba/Álava,"Per 10,000 inhabitants",6.4
2012,Pharmacist,Retired,Male,Araba/Álava,"Per 10,000 inhabitants",0.4
2024,Pharmacist,Retired,Male,Araba/Álava,"Per 10,000 inhabitants",0.4
2014,Pharmacist,Retired,Male,Araba/Álava,"Per 10,000 inhabitants",0.4
2011,Pharmacist,Retired,Male,Araba/Álava,"Per 10,000 inhabitants",0.4
2018,Pharmacist,Retired,Male,Araba/Álava,"Per 10,000 inhabitants",0.6
2022,Pharmacist,Retired,Male,Araba/Álava,"Per 10,000 inhabitants",0.4
2010,Pharmacist,Retired,Male,Araba/Álava,"Per 10,000 inhabitants",0.3
2022,Pharmacist,,Male,Araba/Álava,"Per 10,000 inhabitants",6.8
2012,Pharmacist,,Male,Araba/Álava,"Per 10,000 inhabitants",6.4
2024,Pharmacist,,Male,Araba/Álava,"Per 10,000 inhabitants",6.6
2011,Pharmacist,,Male,Araba/Álava,"Per 10,000 inhabitants",5.9
2021,Pharmacist,,Male,Araba/Álava,"Per 10,000 inhabitants",7.2
2013,Pharmacist,,Male,Araba/Álava,"Per 10,000 inhabitants",6.5
2020,Pharmacist,,Male,Araba/Álava,"Per 10,000 inhabitants",7.4
2025,Pharmacist,,Male,Araba/Álava,"Per 10,000 inhabitants",6.6
2016,Pharmacist,,Male,Araba/Álava,"Per 10,000 inhabitants",7.3
2023,Pharmacist,,Male,Araba/Álava,"Per 10,000 inhabitants",6.7
2010,Pharmacist,,Male,Araba/Álava,"Per 10,000 inhabitants",6.3
2019,Pharmacist,Retired,Male,Araba/Álava,"Per 10,000 inhabitants",0.6
2019,Pharmacist,,Male,Araba/Álava,"Per 10,000 inhabitants",7.3
2015,Pharmacist,,Male,Araba/Álava,"Per 10,000 inhabitants",6.9
2016,Pharmacist,Retired,Male,Araba/Álava,"Per 10,000 inhabitants",0.4
2020,Pharmacist,Retired,Male,Araba/Álava,"Per 10,000 inhabitants",0.6
2014,Pharmacist,,Male,Araba/Álava,"Per 10,000 inhabitants",6.4
2016,Pharmacist,Not retired,Male,Araba/Álava,"Per 10,000 inhabitants",6.9
2011,Pharmacist,Not retired,Male,Araba/Álava,"Per 10,000 inhabitants",5.4
2018,Pharmacist,Not retired,Male,Araba/Álava,"Per 10,000 inhabitants",6.8
2015,Pharmacist,Not retired,Male,Araba/Álava,"Per 10,000 inhabitants",6.5
2010,Pharmacist,Not retired,Male,Araba/Álava,"Per 10,000 inhabitants",5.7
2017,Pharmacist,Not retired,Male,Araba/Álava,"Per 10,000 inhabitants",6.6
2012,Pharmacist,Not retired,Male,Araba/Álava,"Per 10,000 inhabitants",5.9
2019,Pharmacist,Not retired,Male,Araba/Álava,"Per 10,000 inhabitants",6.8
2014,Pharmacist,Not retired,Male,Araba/Álava,"Per 10,000 inhabitants",6.0
2013,Pharmacist,Not retired,Male,Araba/Álava,"Per 10,000 inhabitants",6.1
2025,Pharmacist,Not retired,Male,Araba/Álava,"Per 10,000 inhabitants",6.2
2024,Pharmacist,Not retired,Male,Araba/Álava,"Per 10,000 inhabitants",6.2
2020,Pharmacist,Not retired,Male,Araba/Álava,"Per 10,000 inhabitants",6.8
2021,Pharmacist,Not retired,Male,Araba/Álava,"Per 10,000 inhabitants",6.7
2023,Pharmacist,Not retired,Male,Araba/Álava,"Per 10,000 inhabitants",6.3
2018,Pharmacist,,Male,Araba/Álava,"Per 10,000 inhabitants",7.4
2017,Pharmacist,,Male,Araba/Álava,"Per 10,000 inhabitants",7.2
2023,Pharmacist,Retired,Male,Araba/Álava,"Per 10,000 inhabitants",0.4
2025,Pharmacist,Retired,Male,Araba/Álava,"Per 10,000 inhabitants",0.4
2021,Pharmacist,Retired,Male,Araba/Álava,"Per 10,000 inhabitants",0.6
2015,Pharmacist,Retired,Male,Araba/Álava,"Per 10,000 inhabitants",0.4
2011,Pharmacist,Retired,Male,Bizkaia,"Per 10,000 inhabitants",0.8
2012,Pharmacist,Not retired,Male,Bizkaia,"Per 10,000 inhabitants",4.9
2010,Pharmacist,Not retired,Male,Bizkaia,"Per 10,000 inhabitants",4.7
2014,Pharmacist,Not retired,Male,Bizkaia,"Per 10,000 inhabitants",5.2
2011,Pharmacist,Not retired,Male,Bizkaia,"Per 10,000 inhabitants",4.6
2013,Pharmacist,Not retired,Male,Bizkaia,"Per 10,000 inhabitants",5.1
2015,Pharmacist,Not retired,Male,Bizkaia,"Per 10,000 inhabitants",5.4
2024,Pharmacist,Not retired,Male,Bizkaia,"Per 10,000 inhabitants",6.2
2021,Pharmacist,Not retired,Male,Bizkaia,"Per 10,000 inhabitants",6.0
2020,Pharmacist,Not retired,Male,Bizkaia,"Per 10,000 inhabitants",5.8
2025,Pharmacist,Not retired,Male,Bizkaia,"Per 10,000 inhabitants",6.1
2018,Pharmacist,Not retired,Male,Bizkaia,"Per 10,000 inhabitants",5.7
2022,Pharmacist,Not retired,Male,Bizkaia,"Per 10,000 inhabitants",6.1
2016,Pharmacist,Not retired,Male,Bizkaia,"Per 10,000 inhabitants",5.5
2017,Pharmacist,Not retired,Male,Bizkaia,"Per 10,000 inhabitants",5.7
2019,Pharmacist,Not retired,Male,Bizkaia,"Per 10,000 inhabitants",5.7
2023,Pharmacist,Not retired,Male,Bizkaia,"Per 10,000 inhabitants",6.2
2020,Pharmacist,,Male,Bizkaia,"Per 10,000 inhabitants",6.6
2019,Pharmacist,,Male,Bizkaia,"Per 10,000 inhabitants",6.5
2023,Pharmacist,,Male,Bizkaia,"Per 10,000 inhabitants",7.0
2015,Pharmacist,Retired,Male,Bizkaia,"Per 10,000 inhabitants",0.6
2013,Pharmacist,Retired,Male,Bizkaia,"Per 10,000 inhabitants",0.8
2025,Pharmacist,Retired,Male,Bizkaia,"Per 10,000 inhabitants",0.7
2021,Pharmacist,Retired,Male,Bizkaia,"Per 10,000 inhabitants",0.7
2017,Pharmacist,Retired,Male,Bizkaia,"Per 10,000 inhabitants",0.7
2023,Pharmacist,Retired,Male,Bizkaia,"Per 10,000 inhabitants",0.7
2019,Pharmacist,Retired,Male,Bizkaia,"Per 10,000 inhabitants",0.7
2020,Pharmacist,Retired,Male,Bizkaia,"Per 10,000 inhabitants",0.7
2022,Pharmacist,Retired,Male,Bizkaia,"Per 10,000 inhabitants",0.6
2024,Pharmacist,Retired,Male,Bizkaia,"Per 10,000 inhabitants",0.7
2010,Pharmacist,Retired,Male,Bizkaia,"Per 10,000 inhabitants",0.7
2014,Pharmacist,Retired,Male,Bizkaia,"Per 10,000 inhabitants",0.8
2018,Pharmacist,Retired,Male,Bizkaia,"Per 10,000 inhabitants",0.7
2012,Pharmacist,Retired,Male,Bizkaia,"Per 10,000 inhabitants",0.8
2016,Pharmacist,Retired,Male,Bizkaia,"Per 10,000 inhabitants",0.7
2024,Pharmacist,,Male,Bizkaia,"Per 10,000 inhabitants",6.9
2011,Pharmacist,,Male,Bizkaia,"Per 10,000 inhabitants",5.5
2018,Pharmacist,,Male,Bizkaia,"Per 10,000 inhabitants",6.5
2010,Pharmacist,,Male,Bizkaia,"Per 10,000 inhabitants",5.5
2016,Pharmacist,,Male,Bizkaia,"Per 10,000 inhabitants",6.4
2022,Pharmacist,,Male,Bizkaia,"Per 10,000 inhabitants",6.7
2013,Pharmacist,,Male,Bizkaia,"Per 10,000 inhabitants",6.0
2021,Pharmacist,,Male,Bizkaia,"Per 10,000 inhabitants",6.7
2014,Pharmacist,,Male,Bizkaia,"Per 10,000 inhabitants",6.1
2015,Pharmacist,,Male,Bizkaia,"Per 10,000 inhabitants",6.3
2017,Pharmacist,,Male,Bizkaia,"Per 10,000 inhabitants",6.5
2012,Pharmacist,,Male,Bizkaia,"Per 10,000 inhabitants",5.8
2025,Pharmacist,,Male,Bizkaia,"Per 10,000 inhabitants",6.9
2023,Pharmacist,Not retired,Male,Gipuzkoa,"Per 10,000 inhabitants",5.0
2025,Pharmacist,Not retired,Male,Gipuzkoa,"Per 10,000 inhabitants",5.0
2022,Pharmacist,Not retired,Male,Gipuzkoa,"Per 10,000 inhabitants",5.4
2018,Pharmacist,Not retired,Male,Gipuzkoa,"Per 10,000 inhabitants",5.2
2019,Pharmacist,Not retired,Male,Gipuzkoa,"Per 10,000 inhabitants",5.1
2024,Pharmacist,Not retired,Male,Gipuzkoa,"Per 10,000 inhabitants",5.1
2015,Pharmacist,Not retired,Male,Gipuzkoa,"Per 10,000 inhabitants",4.7
2013,Pharmacist,Not retired,Male,Gipuzkoa,"Per 10,000 inhabitants",4.9
2016,Pharmacist,Not retired,Male,Gipuzkoa,"Per 10,000 inhabitants",4.9
2012,Pharmacist,Not retired,Male,Gipuzkoa,"Per 10,000 inhabitants",4.9
2014,Pharmacist,Not retired,Male,Gipuzkoa,"Per 10,000 inhabitants",5.0
2010,Pharmacist,Not retired,Male,Gipuzkoa,"Per 10,000 inhabitants",4.5
2017,Pharmacist,Not retired,Male,Gipuzkoa,"Per 10,000 inhabitants",4.8
2011,Pharmacist,Not retired,Male,Gipuzkoa,"Per 10,000 inhabitants",4.6
2014,Pharmacist,,Male,Gipuzkoa,"Per 10,000 inhabitants",5.9
2018,Pharmacist,,Male,Gipuzkoa,"Per 10,000 inhabitants",6.1
2018,Pharmacist,Retired,Male,Gipuzkoa,"Per 10,000 inhabitants",0.9
2025,Pharmacist,Retired,Male,Gipuzkoa,"Per 10,000 inhabitants",1.4
2021,Pharmacist,Retired,Male,Gipuzkoa,"Per 10,000 inhabitants",1.1
2017,Pharmacist,Retired,Male,Gipuzkoa,"Per 10,000 inhabitants",0.8
2013,Pharmacist,Retired,Male,Gipuzkoa,"Per 10,000 inhabitants",0.8
2019,Pharmacist,Retired,Male,Gipuzkoa,"Per 10,000 inhabitants",1.0
2023,Pharmacist,Retired,Male,Gipuzkoa,"Per 10,000 inhabitants",1.3
2020,Pharmacist,Retired,Male,Gipuzkoa,"Per 10,000 inhabitants",1.1
2022,Pharmacist,Retired,Male,Gipuzkoa,"Per 10,000 inhabitants",1.2
2014,Pharmacist,Retired,Male,Gipuzkoa,"Per 10,000 inhabitants",0.9
2016,Pharmacist,Retired,Male,Gipuzkoa,"Per 10,000 inhabitants",0.9
2024,Pharmacist,Retired,Male,Gipuzkoa,"Per 10,000 inhabitants",1.4
